Time	 Feature Set	 Id	Training Time (s)	 Testing Set Classification Time (s)	 Training Set Classification Time (s)	Testing - CorrectRate	 Testing - Sensitivity	 Testing - Specificity	 Testing - SampleSize	 Training - CorrectRate	 Training - Sensitivity	 Training - Specificity	 Training - SampleSize	 Kernel	 PolynomialOrder	 KernelScale	 Standardize	 Solver	 BoxConstraint
2018_11_22_1_15_0	 2_3_4_7_13_16_17_18_21_27	 linear_2_auto_0_ISDA_5000	0.1317	0.0006	0.0009	0.9667	1	0.9231	30	1	1	1	122	linear	2	 auto	0	 ISDA	5000
2018_11_22_1_16_32	 2_7_8_16_21_22	 polynomial_4_auto_0_SMO_5000	0.137	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	4	 auto	0	 SMO	5000
2018_11_22_1_14_42	 2_7_16_21	 polynomial_2_1_0_ISDA_1500	0.1372	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	2	1	0	 ISDA	1500
2018_11_22_1_16_32	 2_7_8_16_21_22	 polynomial_4_auto_0_SMO_10000	0.1375	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	4	 auto	0	 SMO	10000
2018_11_22_1_16_31	 2_7_8_16_21_22	 polynomial_4_auto_0_SMO_1500	0.1376	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	4	 auto	0	 SMO	1500
2018_11_22_1_16_31	 2_7_8_16_21_22	 polynomial_4_auto_0_SMO_2000	0.1376	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	4	 auto	0	 SMO	2000
2018_11_22_1_16_29	 2_7_8_16_21_22	 polynomial_4_auto_0_SMO_5	0.1378	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	4	 auto	0	 SMO	5
2018_11_22_1_16_31	 2_7_8_16_21_22	 polynomial_4_auto_0_SMO_1000	0.1378	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	4	 auto	0	 SMO	1000
2018_11_22_1_16_30	 2_7_8_16_21_22	 polynomial_4_auto_0_SMO_100	0.1379	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	4	 auto	0	 SMO	100
2018_11_22_1_16_30	 2_7_8_16_21_22	 polynomial_4_auto_0_SMO_10	0.138	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	4	 auto	0	 SMO	10
2018_11_22_1_16_30	 2_7_8_16_21_22	 polynomial_4_auto_0_SMO_500	0.1381	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	4	 auto	0	 SMO	500
2018_11_22_1_16_29	 2_7_8_16_21_22	 polynomial_4_auto_0_SMO_1	0.1386	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	4	 auto	0	 SMO	1
2018_11_22_1_14_42	 2_7_16_21	 polynomial_4_1_0_ISDA_500	0.1536	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	polynomial	4	1	0	 ISDA	500
2018_11_22_1_14_49	 2_7_16_21	 polynomial_2_auto_0_ISDA_1500	0.1847	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	2	 auto	0	 ISDA	1500
2018_11_22_1_14_48	 2_7_16_21	 polynomial_2_auto_0_ISDA_1000	0.1849	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	2	 auto	0	 ISDA	1000
2018_11_22_1_14_47	 2_7_16_21	 polynomial_2_auto_0_ISDA_100	0.185	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	2	 auto	0	 ISDA	100
2018_11_22_1_14_50	 2_7_16_21	 polynomial_2_auto_0_ISDA_10000	0.1852	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	2	 auto	0	 ISDA	10000
2018_11_22_1_14_48	 2_7_16_21	 polynomial_2_auto_0_ISDA_500	0.1854	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	2	 auto	0	 ISDA	500
2018_11_22_1_14_49	 2_7_16_21	 polynomial_2_auto_0_ISDA_2000	0.1861	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	2	 auto	0	 ISDA	2000
2018_11_22_1_14_49	 2_7_16_21	 polynomial_2_auto_0_ISDA_5000	0.1904	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	2	 auto	0	 ISDA	5000
2018_11_22_1_14_44	 2_7_16_21	 polynomial_3_1_0_ISDA_5000	0.2118	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	0	 ISDA	5000
2018_11_22_1_14_45	 2_7_16_21	 polynomial_3_1_0_ISDA_10000	0.2136	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	0	 ISDA	10000
2018_11_22_1_14_42	 2_7_16_21	 polynomial_3_1_0_ISDA_1000	0.2141	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	0	 ISDA	1000
2018_11_22_1_14_43	 2_7_16_21	 polynomial_3_1_0_ISDA_1500	0.2142	0.0007	0.0014	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	0	 ISDA	1500
2018_11_22_1_14_44	 2_7_16_21	 polynomial_3_1_0_ISDA_2000	0.2178	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	0	 ISDA	2000
2018_11_22_1_14_42	 2_7_16_21	 polynomial_3_1_0_ISDA_500	0.2542	0.0011	0.0015	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	0	 ISDA	500
2018_11_22_1_14_44	 2_7_16_21	 polynomial_2_1_0_ISDA_5000	0.5087	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	2	1	0	 ISDA	5000
2018_11_22_1_14_45	 2_7_16_21	 polynomial_2_1_0_ISDA_10000	0.5106	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	polynomial	2	1	0	 ISDA	10000
2018_11_22_1_14_43	 2_7_16_21	 polynomial_2_1_0_ISDA_2000	0.5108	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	2	1	0	 ISDA	2000
2018_11_22_1_15_30	 2_7_8_16_21_22	 polynomial_3_1_0_ISDA_1	1.2677	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	0	 ISDA	1
2018_11_22_1_14_30	 2_7_16_21	 polynomial_4_1_1_SMO_5	0.011	0.0007	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	polynomial	4	1	1	 SMO	5
2018_11_22_1_14_30	 2_7_16_21	 polynomial_4_1_1_SMO_10	0.0108	0.0007	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	polynomial	4	1	1	 SMO	10
2018_11_22_1_14_30	 2_7_16_21	 polynomial_4_1_1_SMO_100	0.0109	0.0007	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	polynomial	4	1	1	 SMO	100
2018_11_22_1_14_30	 2_7_16_21	 polynomial_4_1_1_SMO_500	0.0108	0.0007	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	polynomial	4	1	1	 SMO	500
2018_11_22_1_14_31	 2_7_16_21	 polynomial_4_1_1_SMO_1000	0.0109	0.0007	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	polynomial	4	1	1	 SMO	1000
2018_11_22_1_14_31	 2_7_16_21	 polynomial_4_1_1_SMO_1500	0.0109	0.0007	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	polynomial	4	1	1	 SMO	1500
2018_11_22_1_14_31	 2_7_16_21	 polynomial_4_1_1_SMO_2000	0.0109	0.0007	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	polynomial	4	1	1	 SMO	2000
2018_11_22_1_14_31	 2_7_16_21	 polynomial_4_1_1_SMO_5000	0.011	0.0007	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	polynomial	4	1	1	 SMO	5000
2018_11_22_1_14_31	 2_7_16_21	 polynomial_4_1_1_SMO_10000	0.011	0.0007	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	polynomial	4	1	1	 SMO	10000
2018_11_22_1_14_32	 2_7_16_21	 polynomial_4_auto_1_SMO_5	0.0115	0.0007	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	polynomial	4	 auto	1	 SMO	5
2018_11_22_1_14_32	 2_7_16_21	 polynomial_4_auto_1_SMO_10	0.0114	0.0007	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	polynomial	4	 auto	1	 SMO	10
2018_11_22_1_14_32	 2_7_16_21	 polynomial_4_auto_1_SMO_100	0.0114	0.0007	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	polynomial	4	 auto	1	 SMO	100
2018_11_22_1_14_32	 2_7_16_21	 polynomial_4_auto_1_SMO_500	0.0116	0.0007	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	polynomial	4	 auto	1	 SMO	500
2018_11_22_1_14_32	 2_7_16_21	 polynomial_4_auto_1_SMO_1000	0.0116	0.0007	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	polynomial	4	 auto	1	 SMO	1000
2018_11_22_1_14_32	 2_7_16_21	 polynomial_4_auto_1_SMO_1500	0.0114	0.0007	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	polynomial	4	 auto	1	 SMO	1500
2018_11_22_1_14_32	 2_7_16_21	 polynomial_4_auto_1_SMO_2000	0.0117	0.0007	0.0009	0.9333	0.9412	0.9231	30	1	1	1	122	polynomial	4	 auto	1	 SMO	2000
2018_11_22_1_14_32	 2_7_16_21	 polynomial_4_auto_1_SMO_5000	0.0114	0.0007	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	polynomial	4	 auto	1	 SMO	5000
2018_11_22_1_14_33	 2_7_16_21	 polynomial_4_auto_1_SMO_10000	0.0116	0.0007	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	polynomial	4	 auto	1	 SMO	10000
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_auto_0_ISDA_100	0.0115	0.0006	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	rbf	2	 auto	0	 ISDA	100
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_auto_0_ISDA_500	0.0114	0.0006	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	rbf	2	 auto	0	 ISDA	500
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_auto_0_ISDA_1000	0.0114	0.0006	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	rbf	2	 auto	0	 ISDA	1000
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_auto_0_ISDA_1500	0.0121	0.0007	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	rbf	2	 auto	0	 ISDA	1500
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_auto_0_ISDA_2000	0.0119	0.0007	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	rbf	2	 auto	0	 ISDA	2000
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_auto_0_ISDA_5000	0.0126	0.0008	0.001	0.9333	0.9412	0.9231	30	1	1	1	122	rbf	2	 auto	0	 ISDA	5000
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_auto_0_ISDA_10000	0.0121	0.0006	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	rbf	2	 auto	0	 ISDA	10000
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_auto_0_SMO_100	0.0117	0.0006	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	rbf	2	 auto	0	 SMO	100
2018_11_22_1_14_34	 2_7_16_21	 rbf_2_auto_0_SMO_500	0.011	0.0006	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	rbf	2	 auto	0	 SMO	500
2018_11_22_1_14_34	 2_7_16_21	 rbf_2_auto_0_SMO_1000	0.0111	0.0006	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	rbf	2	 auto	0	 SMO	1000
2018_11_22_1_14_34	 2_7_16_21	 rbf_2_auto_0_SMO_1500	0.011	0.0006	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	rbf	2	 auto	0	 SMO	1500
2018_11_22_1_14_34	 2_7_16_21	 rbf_2_auto_0_SMO_2000	0.011	0.0006	0.0008	0.9333	0.9412	0.9231	30	1	1	1	122	rbf	2	 auto	0	 SMO	2000
2018_11_22_1_14_34	 2_7_16_21	 rbf_2_auto_0_SMO_5000	0.0113	0.0007	0.0009	0.9333	0.9412	0.9231	30	1	1	1	122	rbf	2	 auto	0	 SMO	5000
2018_11_22_1_14_34	 2_7_16_21	 rbf_2_auto_0_SMO_10000	0.0136	0.0007	0.0009	0.9333	0.9412	0.9231	30	1	1	1	122	rbf	2	 auto	0	 SMO	10000
2018_11_22_1_14_53	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_1_1_ISDA_1	0.0123	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	1	1	 ISDA	1
2018_11_22_1_14_53	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_1_1_ISDA_5	0.0123	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	1	1	 ISDA	5
2018_11_22_1_14_53	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_1_1_ISDA_10	0.0122	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	1	1	 ISDA	10
2018_11_22_1_14_53	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_1_1_ISDA_100	0.0122	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	1	1	 ISDA	100
2018_11_22_1_14_53	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_1_1_ISDA_500	0.0123	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	1	1	 ISDA	500
2018_11_22_1_14_53	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_1_1_ISDA_1000	0.0122	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	1	1	 ISDA	1000
2018_11_22_1_14_54	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_1_1_ISDA_1500	0.0122	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	1	1	 ISDA	1500
2018_11_22_1_14_54	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_1_1_ISDA_2000	0.0123	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	1	1	 ISDA	2000
2018_11_22_1_14_54	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_1_1_ISDA_5000	0.0122	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	1	1	 ISDA	5000
2018_11_22_1_14_54	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_1_1_ISDA_10000	0.0123	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	1	1	 ISDA	10000
2018_11_22_1_14_54	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_1_1_SMO_1	0.0111	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	1	1	 SMO	1
2018_11_22_1_14_54	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_1_1_SMO_5	0.0113	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	1	1	 SMO	5
2018_11_22_1_14_54	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_1_1_SMO_10	0.0111	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	1	1	 SMO	10
2018_11_22_1_14_54	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_1_1_SMO_100	0.0113	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	1	1	 SMO	100
2018_11_22_1_14_54	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_1_1_SMO_500	0.0112	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	1	1	 SMO	500
2018_11_22_1_14_54	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_1_1_SMO_1000	0.0112	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	1	1	 SMO	1000
2018_11_22_1_14_54	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_1_1_SMO_1500	0.0112	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	1	1	 SMO	1500
2018_11_22_1_14_54	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_1_1_SMO_2000	0.0111	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	1	1	 SMO	2000
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_1_1_SMO_5000	0.0111	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	1	1	 SMO	5000
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_1_1_SMO_10000	0.0111	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	1	1	 SMO	10000
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_auto_1_ISDA_1	0.0119	0.0007	0.0009	0.9333	1	0.8462	30	0.9836	1	0.9574	122	polynomial	2	 auto	1	 ISDA	1
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_auto_1_ISDA_5	0.012	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	 auto	1	 ISDA	5
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_4_auto_1_ISDA_5	0.012	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	4	 auto	1	 ISDA	5
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_auto_1_ISDA_10	0.0123	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	 auto	1	 ISDA	10
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_4_auto_1_ISDA_10	0.012	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	4	 auto	1	 ISDA	10
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_auto_1_ISDA_100	0.0122	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	 auto	1	 ISDA	100
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_4_auto_1_ISDA_100	0.012	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	4	 auto	1	 ISDA	100
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_auto_1_ISDA_500	0.0122	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	 auto	1	 ISDA	500
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_4_auto_1_ISDA_500	0.012	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	4	 auto	1	 ISDA	500
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_auto_1_ISDA_1000	0.0122	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	 auto	1	 ISDA	1000
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_4_auto_1_ISDA_1000	0.012	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	4	 auto	1	 ISDA	1000
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_auto_1_ISDA_1500	0.0122	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	 auto	1	 ISDA	1500
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_4_auto_1_ISDA_1500	0.012	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	4	 auto	1	 ISDA	1500
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_auto_1_ISDA_2000	0.0122	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	 auto	1	 ISDA	2000
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_4_auto_1_ISDA_2000	0.012	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	4	 auto	1	 ISDA	2000
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_auto_1_ISDA_5000	0.0122	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	 auto	1	 ISDA	5000
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_4_auto_1_ISDA_5000	0.012	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	4	 auto	1	 ISDA	5000
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_auto_1_ISDA_10000	0.0122	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	 auto	1	 ISDA	10000
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_4_auto_1_ISDA_10000	0.012	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	4	 auto	1	 ISDA	10000
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_auto_1_SMO_1	0.0116	0.0007	0.0009	0.9333	1	0.8462	30	0.9836	1	0.9574	122	polynomial	2	 auto	1	 SMO	1
2018_11_22_1_14_56	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_auto_1_SMO_5	0.0114	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	 auto	1	 SMO	5
2018_11_22_1_14_56	 2_3_4_7_13_16_17_18_21_27	 polynomial_4_auto_1_SMO_5	0.0115	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	4	 auto	1	 SMO	5
2018_11_22_1_14_56	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_auto_1_SMO_10	0.0115	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	 auto	1	 SMO	10
2018_11_22_1_14_56	 2_3_4_7_13_16_17_18_21_27	 polynomial_4_auto_1_SMO_10	0.0114	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	4	 auto	1	 SMO	10
2018_11_22_1_14_56	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_auto_1_SMO_100	0.0114	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	 auto	1	 SMO	100
2018_11_22_1_14_56	 2_3_4_7_13_16_17_18_21_27	 polynomial_4_auto_1_SMO_100	0.0114	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	4	 auto	1	 SMO	100
2018_11_22_1_14_56	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_auto_1_SMO_500	0.0116	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	 auto	1	 SMO	500
2018_11_22_1_14_56	 2_3_4_7_13_16_17_18_21_27	 polynomial_4_auto_1_SMO_500	0.0115	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	4	 auto	1	 SMO	500
2018_11_22_1_14_56	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_auto_1_SMO_1000	0.0115	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	 auto	1	 SMO	1000
2018_11_22_1_14_56	 2_3_4_7_13_16_17_18_21_27	 polynomial_4_auto_1_SMO_1000	0.0116	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	4	 auto	1	 SMO	1000
2018_11_22_1_14_56	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_auto_1_SMO_1500	0.0114	0.0008	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	 auto	1	 SMO	1500
2018_11_22_1_14_56	 2_3_4_7_13_16_17_18_21_27	 polynomial_4_auto_1_SMO_1500	0.0115	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	4	 auto	1	 SMO	1500
2018_11_22_1_14_56	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_auto_1_SMO_2000	0.0116	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	 auto	1	 SMO	2000
2018_11_22_1_14_56	 2_3_4_7_13_16_17_18_21_27	 polynomial_4_auto_1_SMO_2000	0.0117	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	4	 auto	1	 SMO	2000
2018_11_22_1_14_56	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_auto_1_SMO_5000	0.0117	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	 auto	1	 SMO	5000
2018_11_22_1_14_56	 2_3_4_7_13_16_17_18_21_27	 polynomial_4_auto_1_SMO_5000	0.0116	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	4	 auto	1	 SMO	5000
2018_11_22_1_14_56	 2_3_4_7_13_16_17_18_21_27	 polynomial_2_auto_1_SMO_10000	0.0115	0.0007	0.0008	0.9333	1	0.8462	30	1	1	1	122	polynomial	2	 auto	1	 SMO	10000
2018_11_22_1_14_56	 2_3_4_7_13_16_17_18_21_27	 polynomial_4_auto_1_SMO_10000	0.0116	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	polynomial	4	 auto	1	 SMO	10000
2018_11_22_1_15_4	 2_7_8_16_21_22	 rbf_2_1_1_SMO_1	0.0108	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	rbf	2	1	1	 SMO	1
2018_11_22_1_15_4	 2_7_8_16_21_22	 rbf_2_1_1_SMO_5	0.0108	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	rbf	2	1	1	 SMO	5
2018_11_22_1_15_4	 2_7_8_16_21_22	 rbf_2_1_1_SMO_10	0.0108	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	rbf	2	1	1	 SMO	10
2018_11_22_1_15_4	 2_7_8_16_21_22	 rbf_2_1_1_SMO_100	0.0108	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	rbf	2	1	1	 SMO	100
2018_11_22_1_15_4	 2_7_8_16_21_22	 rbf_2_1_1_SMO_500	0.0108	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	rbf	2	1	1	 SMO	500
2018_11_22_1_15_4	 2_7_8_16_21_22	 rbf_2_1_1_SMO_1000	0.0108	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	rbf	2	1	1	 SMO	1000
2018_11_22_1_15_4	 2_7_8_16_21_22	 rbf_2_1_1_SMO_1500	0.0108	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	rbf	2	1	1	 SMO	1500
2018_11_22_1_15_4	 2_7_8_16_21_22	 rbf_2_1_1_SMO_2000	0.0108	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	rbf	2	1	1	 SMO	2000
2018_11_22_1_15_4	 2_7_8_16_21_22	 rbf_2_1_1_SMO_5000	0.0108	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	rbf	2	1	1	 SMO	5000
2018_11_22_1_15_4	 2_7_8_16_21_22	 rbf_2_1_1_SMO_10000	0.0108	0.0007	0.0009	0.9333	1	0.8462	30	1	1	1	122	rbf	2	1	1	 SMO	10000
2018_11_22_1_15_5	 2_7_8_16_21_22	 rbf_2_auto_1_ISDA_10	0.0119	0.0007	0.0009	0.9333	0.9412	0.9231	30	1	1	1	122	rbf	2	 auto	1	 ISDA	10
